source_id	ONCacs	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	Vis	F435W	e_F435W	f_F435W	F555W	e_F555W	f_F555W	F658N	e_F658N	f_F658N	F775W	e_F775W	f_F775W	F850LP	e_F850LP	f_F850LP	type	Obs
1742	1742	83.715792	-5.360919	4	0	05 34 51.790	-05 21 39.31	6	18.9856	0.0037	1	17.2419	       	3	16.0918	0.0064	1	14.8303	       	3	14.1931	       	3	3	2005-03-30T04:29:26
1742	1742	83.715792	-5.360919	4	0	05 34 51.790	-05 21 39.31	7	19.1573	0.0048	1	17.2753	       	3	16.0875	0.0064	1	14.8923	       	3	14.2268	       	3	3	2005-04-05T04:27:01
1742	1742	83.715779	-5.360917	4	0	05 34 51.787	-05 21 39.30	59	19.5057	0.0058	1	17.6003	       	3	16.3992	0.0084	1	15.2905	       	3	14.4184	       	3	3	2004-10-27T17:57:44
1742	1742	83.715779	-5.360917	4	0	05 34 51.787	-05 21 39.30	5A	19.2014	0.0042	1	17.5464	       	3	16.1556	0.0086	1	15.2851	       	3	14.3546	       	3	3	2004-10-26T11:28:52
1742	1746	83.715829	-5.360794	4	0	05 34 51.799	-05 21 38.86	6	19.1997	0.0051	1	17.3012	       	3	16.0675	0.006	1	14.9881	       	3	14.005	       	3	3	2005-03-30T04:29:26
1742	1746	83.715829	-5.360794	4	0	05 34 51.799	-05 21 38.86	7	19.2633	0.005	1	17.3422	       	3	16.0909	0.0059	1	14.992	       	3	14.0377	       	3	3	2005-04-05T04:27:01
1742	1746	83.715817	-5.360789	4	0	05 34 51.796	-05 21 38.84	59	19.0447	0.0034	1	17.5858	0.0015	2	16.028	0.0054	1	14.8161	       	3	14.155	       	3	3	2004-10-27T17:57:44
1742	1746	83.715817	-5.360789	4	0	05 34 51.796	-05 21 38.84	5A	19.1028	0.0037	1	17.3874	       	3	15.9732	0.006	1	14.8711	       	3	14.149	       	3	3	2004-10-26T11:28:52
1750	1750	83.716429	-5.623358	2	0	05 34 51.943	-05 37 24.09	6C	21.7815	0.012	1	20.8678	0.0139	1	18.0584	0.0162	1	18.6034	0.0109	1	17.4019	0.0033	1	1	2004-11-01T22:05:50
1750	1750	83.716429	-5.623358	2	0	05 34 51.943	-05 37 24.09	6D	22.193	0.022	1	20.8318	0.0138	1	18.1182	0.0165	1	18.2581	0.0033	1	17.557	0.0036	1	1	2004-11-01T15:42:33
1752	1752	83.716508	-5.300647	2	0	05 34 51.962	-05 18 02.33	36	       	25.2462	0	       	25.3179	0	       	21.2581	4	22.8574	0.0402	1	21.5282	0.0818	1	1	2005-04-04T04:27:35
1752	1752	83.716508	-5.300647	2	0	05 34 51.962	-05 18 02.33	37	       	25.5031	0	       	25.4355	0	       	21.2617	4	22.9175	0.0439	1	21.5933	0.0337	1	1	2005-04-10T11:27:10
1754	1754	83.716712	-5.405206	4	0	05 34 52.011	-05 24 18.74	6	20.0103	0.0155	1	17.4604	0.0014	2	16.6172	0.013	1	14.8598	       	3	13.9157	       	3	1	2005-03-30T04:29:26
1754	1754	83.716712	-5.405206	4	0	05 34 52.011	-05 24 18.74	7	19.1546	0.0038	1	17.6596	0.0016	2	15.7294	0.0112	1	14.937	       	3	14.1123	0.002	2	1	2005-04-05T04:27:01
1754	1754	83.716712	-5.4052	4	0	05 34 52.011	-05 24 18.72	15	18.9915	0.014	1	17.4533	0.0014	2	16.9579	0.014	1	14.9772	       	3	13.9752	       	3	1	2005-03-31T06:40:04
1754	1754	83.716712	-5.4052	4	0	05 34 52.011	-05 24 18.72	1E	19.2957	0.0144	1	17.6602	0.0017	2	17.1687	0.0147	1	15.0727	       	3	14.1342	       	3	1	2005-04-26T01:24:52
1758	1758	83.716717	-5.411939	4	0	05 34 52.012	-05 24 42.98	6	18.0175	0.0019	2	16.6959	       	3	14.9617	0.0028	1	14.3267	       	3	13.4109	       	3	3	2005-03-30T04:29:26
1758	1758	83.716717	-5.411939	4	0	05 34 52.012	-05 24 42.98	7	17.4581	       	3	16.5047	       	3	14.8699	0.0022	1	14.4387	       	3	13.5918	       	3	3	2005-04-05T04:27:01
1758	1758	83.716717	-5.411939	4	0	05 34 52.012	-05 24 42.98	15	17.0298	       	3	16.1666	       	3	15.3068	0.0108	1	14.2636	       	3	13.4462	       	3	3	2005-03-31T06:40:04
1758	1758	83.716717	-5.411939	4	0	05 34 52.012	-05 24 42.98	1E	17.7413	       	3	16.7464	       	3	14.2611	0.0016	2	14.526	       	3	13.7198	       	3	3	2005-04-26T01:24:52
1758	1762	83.716842	-5.411903	4	0	05 34 52.042	-05 24 42.85	6	17.864	       	3	16.7157	       	3	14.9565	0.0028	1	14.4608	       	3	13.5236	       	3	3	2005-03-30T04:29:26
